obs_id,species_id,location_id,time_id,edible,observation_count,media_count
138487368,56,16365,2175,,1,1
138487395,11,16366,2175,1.0,1,1
138495088,9,16367,2175,,1,1
138497695,17,16368,2175,,1,1
138498732,3,16369,2175,,1,1
138498900,18,16370,2175,,1,1
138504255,9,16371,2175,,1,1
138504649,40,16372,2175,1.0,1,1
138505336,6,16373,2175,,1,1
138505446,51,16374,2175,,1,1
138507685,9,16375,2175,,1,1
138514010,39,16376,2175,,1,1
138514977,51,16377,2175,,1,1
138516266,40,16378,2175,1.0,1,1
138517314,29,16379,2175,,1,1
138518143,4,16380,2175,,1,1
138518414,44,16381,2175,,1,1
138522045,18,16382,2175,,1,1
138524435,66,16383,2175,,1,1
138525215,29,16384,2175,,1,1
138527455,84,16385,2175,,1,1
138532346,4,16386,2170,,1,1
138543023,39,16387,2175,,1,1
138554032,29,16388,2175,,1,1
138581777,18,16389,2175,,1,1
138584852,9,16390,2175,,1,1
138585128,9,16391,2177,,1,1
138585965,3,16392,2175,,1,1
138589019,18,16393,2177,,1,1
138591193,18,16394,2175,,1,1
138591244,156,16395,2162,,1,1
138592314,9,16396,2177,,1,1
138593644,7,16397,2174,,1,1
138596433,36,16398,2177,,1,1
138596553,36,16399,2177,,1,1
138598650,30,16400,2177,,1,1
138598672,9,16401,2177,,1,1
138598755,36,16402,2177,,1,1
138603683,9,16403,2177,,1,1
138605053,36,16404,2175,,1,1
138605260,9,16405,2177,,1,1
138609486,9,16406,2173,,1,1
138614226,38,16407,2177,,1,1
138617487,18,16408,2177,,1,1
138621148,18,16409,2177,,1,1
138625717,20,16410,2177,,1,1
138625728,51,16411,2177,,1,1
138630101,34,16412,2177,0.0,1,1
138634337,45,16413,44,,1,1
138635622,4,16414,2177,,1,1
138636747,34,16415,2177,0.0,1,1
138640163,51,16416,2177,,1,1
138640787,18,16417,2177,,1,1
138649384,30,16418,2160,,1,1
138650124,9,16419,2174,,1,1
138671075,156,16420,2177,,1,1
138671453,75,16420,2177,,1,1
138685421,60,16421,2177,,1,1
138686202,82,16422,2177,,1,1
138689673,9,16423,2172,,1,1
138696926,30,16424,2178,,1,1
138697781,9,16425,2162,,1,1
138698094,9,16426,2178,,1,1
138701616,9,16427,2178,,1,1
138701824,9,16428,2178,,1,1
138704029,2,16429,2178,,1,1
138704595,4,16430,2178,,1,1
138708930,36,16431,2175,,1,1
138708999,6,16432,2175,,1,1
138711254,84,16433,2178,,1,1
138711578,9,16434,2178,,1,1
138712225,57,16435,2178,,1,1
138712590,39,16436,2178,,1,1
138722658,4,16437,2178,,1,1
138722765,6,16438,2178,,1,1
138725798,239,16439,2178,,1,1
138727215,79,16440,2178,1.0,1,1
138730191,40,16441,2177,1.0,1,1
138730343,7,16442,44,,1,1
138733947,39,16443,2175,,1,1
138735633,40,16444,2177,1.0,1,1
138736455,18,16445,2178,,1,1
138739147,34,16446,2175,0.0,1,1
138752459,79,16447,2178,1.0,1,1
138760559,9,16448,2177,,1,1
138768942,9,16449,2178,,1,1
138770777,36,16450,1530,,1,1
138772306,36,16451,2174,,1,1
138775922,155,16420,2177,,1,1
138786264,9,16452,2177,,1,1
138804899,34,16453,2179,0.0,1,1
138805505,18,16454,2179,,1,1
138807357,18,16455,2179,,1,1
138809581,9,16456,2179,,1,1
138809936,80,16457,2179,,1,1
138811597,9,16458,2179,,1,1
138814703,14,16459,2179,,1,1
138814799,9,16460,2179,,1,1
138820302,6,13913,2179,,1,1
138822964,12,16461,2179,,1,1
138825365,18,16462,2179,,1,1
138825378,36,16463,2179,,1,1
138825919,18,16464,2179,,1,1
138825932,18,16465,2179,,1,1
138825970,18,16466,2179,,1,1
138828321,29,16467,2179,,1,1
138839605,3,16468,2179,,1,1
138840055,14,16469,2179,,1,1
138842363,29,16470,2168,,1,1
138843572,9,16471,2168,,1,1
138845440,81,16472,2177,,1,1
138845447,57,16473,2177,,1,1
138845455,81,12322,2177,,1,1
138845457,79,12322,2177,1.0,1,1
138846201,9,16474,2179,,1,1
138851178,4,16475,2179,,1,1
138855826,184,16476,2180,,1,1
138856770,184,16477,2181,,1,1
138858315,36,16478,2179,,1,1
138860048,184,16479,2182,,1,1
138860118,9,16480,2179,,1,1
138861597,81,16481,2179,,1,1
138863342,36,16482,2179,,1,1
138864685,2,16483,2179,,1,1
138865034,11,16484,2179,1.0,1,1
138865162,9,16485,2179,,1,1
138866713,9,16486,2177,,1,1
138866718,36,16487,2177,,1,1
138869875,51,16488,2179,,1,1
138870986,30,16489,2178,,1,1
138874054,9,16490,1088,,1,1
138874447,39,16491,2178,,1,1
138885342,9,13913,2179,,1,1
138886953,36,13913,2179,,1,1
138892180,162,16492,2175,,1,1
138900674,29,16493,2179,,1,1
138914522,36,16494,2177,,1,1
138914524,36,16495,2177,,1,1
138939733,18,16496,2183,,1,1
138940521,75,16497,2183,,1,1
138947647,7,16498,2174,,1,1
138947858,9,16499,2179,,1,1
138947863,81,16500,2179,,1,1
138947890,56,16501,2179,,1,1
138947892,2,16501,2179,,1,1
138947898,56,16502,2179,,1,1
138947899,2,16502,2179,,1,1
138947900,56,16502,2179,,1,1
138947902,56,16502,2179,,1,1
138947906,84,16503,2179,,1,1
138948526,6,16504,2183,,1,1
138949102,18,16505,2183,,1,1
138949153,9,16506,2179,,1,1
138949459,9,16507,2183,,1,1
138949522,9,16508,2183,,1,1
138949982,18,16509,2183,,1,1
138950029,18,16510,2183,,1,1
138952883,63,16511,2183,,1,1
138953528,14,16512,2170,,1,1
138954264,29,16513,2183,,1,1
138954442,131,16514,2183,,1,1
138954622,81,16515,2183,,1,1
138954801,29,16516,2173,,1,1
138955045,30,16517,2175,,1,1
138955535,29,16518,2183,,1,1
138956073,9,16519,2179,,1,1
138962563,9,16520,2183,,1,1
138963547,3,16521,2183,,1,1
138964300,131,16522,2183,,1,1
138964675,11,16523,2183,1.0,1,1
138967723,36,16524,2183,,1,1
138969081,18,16525,2183,,1,1
138969204,45,16526,2183,,1,1
138971864,40,16527,2183,1.0,1,1
138974041,63,16528,2179,,1,1
138977772,29,16529,2183,,1,1
138977819,45,16530,2183,,1,1
138977938,38,16531,2183,,1,1
138979109,30,16532,2183,,1,1
138982194,4,16533,2183,,1,1
138985142,3,16534,2183,,1,1
138986781,40,16535,2183,1.0,1,1
138988898,3,16536,2183,,1,1
138989726,40,16537,2183,1.0,1,1
138991929,40,16538,2183,1.0,1,1
138992069,34,16539,2183,0.0,1,1
138992362,34,16540,2183,0.0,1,1
138992400,39,16541,2183,,1,1
138992717,55,16542,2183,,1,1
138996000,29,16543,2179,,1,1
138998917,29,16544,2183,,1,1
139002421,18,16545,2183,,1,1
139004257,40,16546,2153,1.0,1,1
139008480,156,16547,2146,,1,1
139008497,36,16547,2146,,1,1
139023551,7,16548,2175,,1,1
139024938,4,16549,2179,,1,1
139027590,84,16550,2183,,1,1
139030476,51,16551,2168,,1,1
139032083,45,16552,2183,,1,1
139034621,30,16553,2179,,1,1
139035864,11,16554,2183,1.0,1,1
139062382,29,16555,2183,,1,1
139079362,29,16556,2179,,1,1
139092592,45,16557,2184,,1,1
139095464,4,16558,2183,,1,1
139096045,29,16559,2183,,1,1
139096122,3,16560,2183,,1,1
139099935,34,16561,2183,0.0,1,1
139101034,18,16562,2184,,1,1
139105012,9,16563,2179,,1,1
139105857,34,16564,2178,0.0,1,1
139108611,36,16565,2184,,1,1
139112553,18,16566,2184,,1,1
139120328,38,16567,2184,,1,1
139121605,9,16568,2179,,1,1
139124570,9,16569,2184,,1,1
139129406,9,16570,2184,,1,1
139136857,34,16571,2184,0.0,1,1
139137833,4,16572,2184,,1,1
139141768,30,16573,2183,,1,1
139154272,57,16574,2179,,1,1
139160803,18,16575,2184,,1,1
139181359,45,16576,2184,,1,1
139186679,39,16577,2184,,1,1
139201294,40,16578,2175,1.0,1,1
139204116,34,16579,2185,0.0,1,1
139204845,40,16580,2185,1.0,1,1
139205772,34,16581,2185,0.0,1,1
139205874,55,16582,2185,,1,1
139208462,39,16583,2185,,1,1
139210556,34,16584,2185,0.0,1,1
139214856,45,16585,2185,,1,1
139216712,18,16586,2185,,1,1
139217799,36,16587,2185,,1,1
139219702,14,16588,2185,,1,1
139220712,9,16589,2175,,1,1
139220800,18,16590,2175,,1,1
139222385,29,16591,2185,,1,1
139226733,9,16592,2175,,1,1
139229189,29,16593,2185,,1,1
139229807,3,16392,2185,,1,1
139230844,18,16594,2185,,1,1
139232397,18,16595,2179,,1,1
139232401,4,16595,2179,,1,1
139237727,36,16596,2175,,1,1
139241425,3,16597,2185,,1,1
139241565,30,16598,2143,,1,1
139243725,6,16599,2185,,1,1
139244110,38,16600,2185,,1,1
139247839,9,16601,2185,,1,1
139249441,76,16602,2185,,1,1
139250416,75,16603,2183,,1,1
139252509,9,16604,350,,1,1
139254932,9,16605,64,,1,1
139256982,39,16606,2184,,1,1
139257250,34,16607,2184,0.0,1,1
139257770,39,16608,2184,,1,1
139257863,3,16609,2184,,1,1
139267232,45,16610,2185,,1,1
139267308,40,16611,2185,1.0,1,1
139269610,18,16611,2179,,1,1
139278500,45,16612,2186,,1,1
139285814,29,16613,2179,,1,1
139309694,9,16614,2187,,1,1
139312479,32,16615,2187,,1,1
139312811,18,16616,2187,,1,1
139314169,36,16617,2184,,1,1
139314883,34,16618,2187,0.0,1,1
139317725,57,16619,2185,,1,1
139319536,7,16620,2172,,1,1
139319577,7,16621,2187,,1,1
139325550,40,16622,2185,1.0,1,1
139326270,51,10508,2170,,1,1
139326414,4,16623,2187,,1,1
139326498,36,16623,2187,,1,1
139329357,30,16624,2187,,1,1
139333370,57,16625,2187,,1,1
139334373,34,16626,2185,0.0,1,1
139334824,9,16627,2148,,1,1
139337604,12,16628,44,,1,1
139338093,57,16628,2187,,1,1
139339218,40,16629,2187,1.0,1,1
139340492,4,16630,2187,,1,1
139341971,57,16631,2187,,1,1
139343582,76,16632,2187,,1,1
139347976,9,16633,2187,,1,1
139354337,51,16634,2177,,1,1
139357051,9,16635,2179,,1,1
139357426,2,16636,2187,,1,1
139357428,6,16637,2187,,1,1
139358340,38,16638,2187,,1,1
139358715,51,16639,2187,,1,1
139358721,4,16640,2187,,1,1
139359407,18,16641,2183,,1,1
139359463,9,16642,2183,,1,1
139359791,18,16409,2177,,1,1
139360042,1,16643,2187,,1,1
139360367,45,16644,2187,,1,1
139360796,29,16645,2187,,1,1
139372267,36,16646,2163,,1,1
139378120,18,16647,2154,,1,1
139378128,18,16648,2154,,1,1
139378132,18,16649,2154,,1,1
139409311,4,16650,2175,,1,1
139409332,18,16651,2188,,1,1
139409789,36,16652,2188,,1,1
139411584,9,16653,2188,,1,1
139413404,34,16654,2188,0.0,1,1
139415480,9,16655,2188,,1,1
139417873,34,16656,2188,0.0,1,1
139418303,12,16657,2178,,1,1
139423888,29,16658,2188,,1,1
139424864,6,16659,2185,,1,1
139426743,9,16660,2184,,1,1
139430396,6,16661,2187,,1,1
139433031,82,16662,2188,,1,1
139440064,1,16663,2188,,1,1
139445593,68,16664,2188,,1,1
139452887,30,16665,2138,,1,1
139456254,38,16666,2188,,1,1
139482276,56,16667,2188,,1,1
139505246,45,16668,2189,,1,1
139511426,7,16669,2189,,1,1
139511876,18,16670,2189,,1,1
139513853,44,16671,2189,,1,1
139514017,3,16672,2189,,1,1
139514840,9,16673,2183,,1,1
139515310,7,16674,2189,,1,1
139516987,2,16675,2189,,1,0
139521856,18,16676,2189,,1,1
139523269,18,16677,2189,,1,1
139523493,18,16678,2189,,1,1
139525298,7,16679,2189,,1,1
139526348,1,16680,2189,,1,1
139529880,40,16681,2189,1.0,1,1
139532374,12,16682,2187,,1,1
139532438,11,16682,2187,1.0,1,1
139536815,7,16683,2184,,1,1
139537038,18,16684,2189,,1,1
139537213,29,16685,2189,,1,1
139537279,9,16686,2189,,1,1
139537362,12,16687,2189,,1,1
139537579,194,16688,1784,,1,1
139538370,2,16689,2189,,1,1
139542221,39,16690,2189,,1,1
139542274,9,16691,1793,,1,1
139542760,12,16692,2189,,1,1
139543927,9,16693,1793,,1,1
139545677,9,16694,2189,,1,1
139546672,9,16695,1805,,1,1
139555628,11,16696,2189,1.0,1,1
139558452,38,16697,2189,,1,1
139558917,34,16698,2177,0.0,1,1
139558980,39,16699,2189,,1,1
139559427,34,16700,2189,0.0,1,1
139561927,39,16701,2189,,1,1
139563762,7,16702,2189,,1,1
139563826,9,16703,2184,,1,1
139564900,7,16704,2189,,1,1
139565009,29,16705,2189,,1,1
139591743,30,16706,2188,,1,1
139602138,9,16707,2189,,1,1
139605201,75,16708,2189,,1,1
139608430,12,16709,2190,,1,1
139608811,57,16710,2190,,1,1
139610176,45,16711,2190,,1,1
139611821,18,16712,2175,,1,1
139612900,18,16713,2190,,1,1
139613815,57,16714,2190,,1,1
139614191,1,16715,2190,,1,1
139614666,14,16716,2190,,1,1
139615094,14,16717,2190,,1,1
139617458,240,16718,2190,,1,1
139619532,36,16719,2190,,1,1
139619765,57,16720,2190,,1,1
139620948,66,15138,2190,,1,1
139621402,75,16721,2190,,1,1
139627780,9,16722,2189,,1,1
139627999,79,16723,2190,1.0,1,1
139629305,4,16724,2190,,1,1
139629711,39,16725,2188,,1,1
139630232,6,16726,2190,,1,1
139630853,77,16727,2190,,1,1
139632909,4,16728,2188,,1,1
139634623,75,16729,393,,1,1
139634661,7,16730,2190,,1,1
139635084,7,16731,2190,,1,1
139635326,39,16732,2190,,1,1
139636518,79,16733,2173,1.0,1,1
139640052,9,16734,1287,,1,1
139640067,9,16734,1287,,1,1
139640073,9,16735,1287,,1,1
139640082,66,16734,1295,,1,1
139640829,36,16736,2190,,1,1
139643780,34,16737,2190,0.0,1,0
139643924,18,16738,2190,,1,1
139644793,9,16739,2190,,1,1
139644939,9,16740,1769,,1,1
139646359,9,16741,2190,,1,1
139652938,45,16742,2190,,1,1
139653741,4,16743,2190,,1,1
139661413,4,16744,2190,,1,1
139665400,9,16745,2190,,1,1
139665629,9,16746,2190,,1,1
139665636,34,16747,2190,0.0,1,1
139669903,18,16748,2190,,1,1
139724101,38,16749,1856,,1,1
139728319,4,16750,2190,,1,1
139728348,2,16751,2190,,1,1
139728596,63,16752,2190,,1,1
139730201,7,16753,2191,,1,1
139732156,1,16754,2191,,1,1
139732164,39,16755,2191,,1,1
139733852,18,16756,2191,,1,1
139735606,29,16757,2191,,1,1
139735661,9,16758,2191,,1,1
139736598,29,16757,2191,,1,1
139736612,3,16759,2191,,1,1
139742987,55,16760,44,,1,1
139746443,36,16761,2191,,1,1
139746626,29,16762,2191,,1,1
139752008,9,16763,2191,,1,1
139752313,36,16764,2191,,1,1
139752397,4,16765,2191,,1,1
139752783,4,16766,2191,,1,1
139753112,7,16767,2191,,1,1
139754314,9,16768,2191,,1,1
139754332,18,16769,2191,,1,1
139755287,39,16770,2191,,1,1
139757589,9,16771,2191,,1,1
139758050,36,16772,2188,,1,1
139758259,4,16773,2191,,1,1
139758338,9,16774,2191,,1,1
139762144,55,16775,2191,,1,1
139762256,34,16775,2191,0.0,1,1
139762490,34,16775,2191,0.0,1,1
139762881,9,16776,2191,,1,1
139763157,34,16777,2191,0.0,1,1
139763224,9,16778,2191,,1,1
139763232,45,16779,2191,,1,1
139763342,34,16780,2191,0.0,1,1
139763419,50,16781,2191,,1,1
139763774,9,16782,2191,,1,1
139763894,45,16783,2191,,1,1
139763975,45,16784,2191,,1,1
139764377,40,16785,2191,1.0,1,1
139766204,9,16786,2191,,1,1
139767190,7,16787,2191,,1,1
139771591,34,16788,44,0.0,1,1
139776336,39,16789,2191,,1,1
139776427,2,16790,2191,,1,1
139776428,18,16791,2191,,1,1
139776429,57,16792,2191,,1,1
139776436,2,16793,2191,,1,1
139776441,36,16794,2191,,1,1
139776442,18,16795,2191,,1,1
139782563,18,16796,2188,,1,1
139782588,9,16796,2188,,1,1
139786463,9,16797,44,,1,1
139786517,9,16797,44,,1,1
139786629,36,16797,44,,1,1
139787108,18,16798,2191,,1,1
139789678,7,16799,2190,,1,1
139791160,131,15673,44,,1,1
139792599,29,16800,2190,,1,1
139792862,9,16801,2190,,1,1
139793069,39,16802,2190,,1,1
139798241,9,16803,2175,,1,1
139803420,18,16804,2190,,1,1
139803913,36,16805,2191,,1,1
139804089,55,16806,2190,,1,1
139810489,11,16807,2190,1.0,1,1
139822014,29,16808,2191,,1,1
139823670,155,16809,2191,,1,1
139825331,131,16810,2191,,1,1
139827013,38,16811,2191,,1,1
139841650,34,16812,2190,0.0,1,1
139842811,18,16813,2190,,1,1
139845263,40,16814,2192,1.0,1,1
139846411,9,16815,2191,,1,1
139846460,76,16816,2179,,1,1
139847723,6,16817,1298,,1,1
139848935,18,16818,2191,,1,1
139848999,18,16819,2191,,1,1
139849086,9,16820,2191,,1,1
139849148,9,16821,2191,,1,1
139849351,9,16822,2191,,1,1
139849459,75,16823,2190,,1,1
139850344,6,16824,2192,,1,1
139852217,9,16825,2190,,1,1
139852221,44,16826,2190,,1,1
139852229,2,16827,2190,,1,1
139852231,4,16828,2190,,1,1
139854445,4,16829,2192,,1,1
139854940,60,16830,2191,,1,1
139857685,38,16831,2192,,1,1
139859015,1,7209,2192,,1,1
139859535,57,16832,2192,,1,1
139860553,7,16833,2192,,1,1
139861924,9,16834,2183,,1,1
139862253,18,16835,2192,,1,1
139863363,40,16836,2192,1.0,1,1
139863718,38,16837,2192,,1,1
139863745,84,16838,2192,,1,1
139864596,57,16839,1754,,1,1
139866494,9,16840,2192,,1,1
139870417,9,16841,2192,,1,1
139872692,63,16842,2192,,1,1
139872841,9,16843,2192,,1,1
139882393,7,16844,2192,,1,1
139884727,2,16845,2192,,1,1
139884758,11,16846,2192,1.0,1,1
139885409,29,16847,2192,,1,1
139885620,9,16848,2192,,1,1
139885812,60,16849,2189,,1,1
139885872,9,16850,2192,,1,1
139886013,9,16851,2192,,1,1
139886535,36,7209,2192,,1,1
139891890,9,16852,2192,,1,1
139892335,44,16853,2192,,1,1
139893143,38,16854,2192,,1,1
139893743,9,16855,2190,,1,1
139893878,30,16856,2190,,1,1
139895059,32,16857,2192,,1,1
139910337,34,16858,2184,0.0,1,1
139910720,12,16859,2190,,1,1
139911471,36,16860,2188,,1,1
139916224,7,16861,2192,,1,1
139947055,57,16862,2193,,1,1
139948432,20,16863,2193,,1,1
139948830,29,16864,2193,,1,1
139949034,57,16865,2193,,1,1
139949938,2,16866,2193,,1,1
139952069,34,16339,2193,0.0,1,1
139956020,7,16867,2193,,1,1
139956345,39,16868,2193,,1,1
139956419,30,16869,2187,,1,1
139956420,30,16869,2193,,1,1
139956601,9,16870,2193,,1,1
139956660,79,16871,2193,1.0,1,1
139957355,6,16872,2193,,1,1
139958989,7,16873,2193,,1,1
139959189,9,16874,2193,,1,1
139959453,32,16875,2193,,1,1
139959986,11,16876,2193,1.0,1,1
139964370,30,16877,2193,,1,1
139964555,2,16878,2193,,1,1
139964894,14,16879,2193,,1,1
139967375,194,16880,548,,1,1
139971465,38,16881,2193,,1,1
139976280,1,16882,2193,,1,1
139976412,9,16883,2193,,1,1
139976714,9,16884,2193,,1,1
139977458,29,16885,2193,,1,1
139978692,68,16886,2189,,1,1
139979246,4,16887,2183,,1,1
139979304,20,16888,2193,,1,1
139979471,80,16889,2183,,1,1
139979629,9,16890,2183,,1,1
139980135,57,16891,2191,,1,1
139980174,36,16892,2193,,1,0
139980243,11,16893,2193,1.0,1,1
139981198,36,16894,2193,,1,0
139981300,3,16895,2194,,1,1
139986228,56,16896,2190,,1,1
139986234,29,16896,2193,,1,1
139988062,7,16897,2193,,1,1
139993850,76,16898,2174,,1,1
139994069,40,16899,2174,1.0,1,1
139994390,64,16900,2193,,1,1
139994465,7,16901,2193,,1,1
139995339,9,16902,2189,,1,1
139997029,18,16903,2153,,1,1
140002001,9,16904,2193,,1,1
140005939,9,16905,2193,,1,1
140024786,2,16906,2193,,1,1
140028361,84,16907,2193,,1,1
140030875,18,16908,2175,,1,1
140037616,60,16909,2195,,1,1
140037689,60,9657,2196,,1,1
140038648,75,16910,2197,,1,1
140040974,18,16911,2190,,1,1
140041872,29,16912,2197,,1,1
140041965,9,16913,2183,,1,1
140043046,1,16914,2113,,1,1
140045309,9,16915,2197,,1,1
140046853,39,10508,2197,,1,1
140048287,14,16916,2197,,1,1
140048381,9,16917,2197,,1,1
140051711,29,16918,2197,,1,1
140051790,9,16919,2197,,1,1
140052900,29,16920,2193,,1,1
140054616,1,16921,2198,,1,1
140054618,1,16922,2199,,1,1
140054619,1,16923,2200,,1,1
140054620,1,16924,1416,,1,1
140054621,1,16925,513,,1,1
140054623,1,16926,1311,,1,1
140054964,9,16927,2197,,1,1
140055243,18,16797,2197,,1,1
140060184,9,16928,2197,,1,1
140060665,11,16929,2197,1.0,1,1
140060717,39,16930,2197,,1,1
140065001,18,16931,2184,,1,1
140070022,2,16932,2197,,1,1
140070308,29,16933,2193,,1,1
140073265,4,16934,2197,,1,1
140073280,9,16935,2197,,1,1
140075017,40,16936,2197,1.0,1,1
140075696,29,16937,2197,,1,1
140075756,9,16938,2197,,1,1
140077216,9,16939,2197,,1,1
140077258,4,16940,2197,,1,1
140077273,39,16941,2191,,1,1
140077329,34,16942,2191,0.0,1,1
140077548,9,16943,2197,,1,1
140077773,9,16944,2197,,1,1
140078314,9,16945,2197,,1,1
140078432,36,16946,2197,,1,1
140078800,36,16947,2197,,1,1
140078812,9,16948,2197,,1,1
140079108,9,16949,2193,,1,1
140082732,9,16950,2193,,1,1
140082975,18,16951,2193,,1,1
140086286,46,16952,2197,1.0,1,1
140086857,18,16953,2197,,1,1
140086870,38,16954,2197,,1,1
140088034,36,16955,2192,,1,1
140089715,7,16956,2197,,1,1
140090026,29,16957,2197,,1,1
140091033,3,16958,2197,,1,1
140092591,40,16959,2197,1.0,1,1
140094101,17,16960,2185,,1,1
140094226,40,16961,2187,1.0,1,1
140094267,7,16962,2187,,1,1
140094353,9,16963,2187,,1,1
140094653,9,16964,2192,,1,1
140094675,84,16965,2192,,1,1
140094685,2,16966,2192,,1,1
140094788,29,16967,2192,,1,1
140094963,11,16968,2197,1.0,1,1
140095154,9,16969,2197,,1,1
140095219,9,16970,2197,,1,1
140095301,9,16971,2197,,1,1
140095311,9,16972,2197,,1,1
140095502,29,16973,2197,,1,1
140095530,2,16974,2197,,1,1
140095563,39,16975,2197,,1,1
140101774,29,16976,2193,,1,1
140105653,29,16977,2197,,1,1
140107363,9,16978,2197,,1,1
140126514,66,16979,1025,,1,1
140127865,40,16980,2191,1.0,1,1
140137603,29,16981,2201,,1,1
140137757,30,16982,2201,,1,1
140140155,40,16983,2201,1.0,1,1
140140291,40,16984,2193,1.0,1,1
140142046,36,16985,2201,,1,1
140143975,57,16986,2201,,1,1
140144008,29,16987,2201,,1,1
140145641,7,16988,2201,,1,1
140146687,155,16989,2201,,1,1
140149260,9,16990,2193,,1,1
140149461,18,16991,2193,,1,1
140150780,18,16992,2201,,1,1
140151039,29,16993,2201,,1,1
140153511,40,16994,2197,1.0,1,1
140153746,36,16995,2193,,1,1
140153747,18,16996,2193,,1,1
140153753,17,16997,2193,,1,1
140154857,55,16998,2201,,1,1
140155686,29,16999,2201,,1,1
140157117,38,17000,2201,,1,1
140160734,9,17001,2201,,1,1
140163322,9,17002,2201,,1,1
140164886,9,17003,2201,,1,1
140165285,44,17004,2201,,1,1
140165812,9,17005,2201,,1,1
140172455,36,17006,2193,,1,1
140172509,11,17007,2201,1.0,1,1
140178039,29,17008,2201,,1,1
140180951,57,17009,2201,,1,1
140181232,38,17010,2202,,1,1
140181235,38,17011,2203,,1,1
140181236,38,17012,2204,,1,1
140182270,9,17013,2201,,1,1
140183072,9,17014,2201,,1,1
140183673,9,17015,2201,,1,1
140187702,79,144,2205,1.0,1,1
140188352,9,17016,2201,,1,1
140191992,18,17017,2201,,1,1
140192957,55,17018,2197,,1,1
140226680,18,17019,2184,,1,1
140226863,9,17020,2184,,1,1
140227616,9,17021,2201,,1,1
140227622,57,17022,2201,,1,1
140227624,57,17023,2201,,1,1
140227625,3,17024,2201,,1,1
140233019,9,17025,2201,,1,1
140233020,29,17025,2201,,1,1
140233022,9,17026,2201,,1,1
140236202,77,17027,2206,,1,1
140236529,40,17028,2206,1.0,1,1
140237136,66,17029,2206,,1,1
140244051,7,144,2207,,1,1
140245449,9,17030,2206,,1,1
140246745,2,17031,2206,,1,1
140251253,18,17032,2192,,1,1
140252886,9,17033,2206,,1,1
140253829,57,17034,2206,,1,1
140258273,29,17035,2208,,1,1
140259227,18,17036,2206,,1,1
140260619,39,17037,2201,,1,1
140261707,39,9657,2209,,1,1
140263052,14,17038,2201,,1,1
140263307,30,17039,2206,,1,1
140263489,56,17040,764,,1,1
140263735,57,9657,461,,1,1
140265397,11,17041,2206,1.0,1,1
140265459,11,17042,2206,1.0,1,1
140268429,18,17043,2206,,1,1
140269114,11,17044,2206,1.0,1,1
140269384,68,17045,2206,,1,1
140269403,18,17046,2206,,1,1
140269441,39,17047,2206,,1,1
140269457,18,17048,2206,,1,1
140269577,2,17049,2206,,1,1
140269597,9,17050,2197,,1,1
140269738,9,17051,2192,,1,1
140271151,18,17052,2197,,1,1
140275555,18,17053,2206,,1,1
140275733,9,17054,2206,,1,1
140275911,84,13723,2188,,1,1
140279373,4,17055,2206,,1,1
140279883,3,17056,2191,,1,1
140280581,9,17057,2201,,1,1
140280586,79,17058,2201,1.0,1,1
140280591,6,17059,2201,,1,1
140280639,46,17060,2206,1.0,1,1
140281015,30,17061,2210,,1,1
140281354,30,17062,2211,,1,1
140281607,3,17063,2201,,1,1
140281608,36,17064,2201,,1,1
140281989,7,17065,2206,,1,1
140283125,79,17066,2201,1.0,1,1
140283128,79,17067,2201,1.0,1,1
140284187,38,17068,2206,,1,1
140284296,64,17069,2206,,1,1
140285307,3,17070,2201,,1,1
140285309,3,17071,2201,,1,1
140285311,9,17072,2201,,1,1
140285313,9,17073,2201,,1,1
140288392,9,17074,2193,,1,1
140289958,39,17075,2172,,1,1
140293099,9,17076,2206,,1,1
140294762,39,17077,2193,,1,1
140295103,29,16406,2206,,1,1
140297505,66,17078,2201,,1,1
140298073,29,17079,649,,1,1
140298368,18,17080,2206,,1,1
140298834,18,17081,2206,,1,1
140299194,9,17082,2206,,1,1
140303811,36,17083,2197,,1,1
140306669,76,17084,2206,,1,1
140336682,39,17085,2206,,1,1
140336904,9,17085,2206,,1,1
140343131,9,17086,2206,,1,1
140348560,57,17087,2212,,1,1
140350601,3,17088,2170,,1,1
140352575,36,17089,2212,,1,1
140352877,9,17090,2212,,1,1
140356502,38,17091,2212,,1,1
140356553,38,17092,2212,,1,1
140357570,9,17093,2212,,1,1
140357594,9,17094,2212,,1,1
140357742,39,17095,2212,,1,1
140358410,77,17096,2212,,1,1
140358743,2,17097,2206,,1,1
140363288,57,17098,2212,,1,1
140365486,29,17099,2212,,1,1
140365487,56,17100,2212,,1,1
140369864,29,17101,2212,,1,1
140370319,57,17102,2212,,1,1
140370628,18,17103,2212,,1,1
140370802,18,17104,2212,,1,1
140370883,7,17105,2212,,1,1
140371255,40,17106,2212,1.0,1,1
140372013,2,17107,2212,,1,1
140372101,9,16068,1353,,1,1
140372221,9,17108,2197,,1,1
140372359,18,17109,2144,,1,1
140375080,30,17110,2212,,1,1
140378292,56,17111,2206,,1,1
140378435,56,17112,2206,,1,1
140379638,197,17113,2190,,1,1
140379729,44,17114,2212,,1,1
140383271,66,17115,2212,,1,1
140384042,32,17116,2212,,1,1
140384810,34,17117,2212,0.0,1,1
140384981,39,17118,2212,,1,1
140385422,76,17119,2212,,1,1
140385535,9,17120,2212,,1,1
140387953,18,17121,2212,,1,1
140387967,18,17122,2201,,1,1
140388094,4,17123,2212,,1,1
140388103,9,17124,2201,,1,1
