obs_id,species_id,location_id,time_id,edible,observation_count,media_count
14758637,38,394,274,,1,1
14758770,9,395,274,,1,1
14759026,39,396,275,,1,1
14759389,9,397,276,,1,1
14759580,38,398,276,,1,1
14759583,38,399,276,,1,1
14759729,38,400,106,,1,1
14759734,38,401,106,,1,1
14760047,29,402,106,,1,1
14760161,20,403,106,,1,1
14760482,9,404,277,,1,1
14760558,18,405,260,,1,1
14760658,29,406,278,,1,1
14760665,9,407,278,,1,1
14760875,9,408,279,,1,1
14761148,9,409,279,,1,1
14761266,9,410,279,,1,1
14761680,11,411,280,1.0,1,1
14761693,38,412,280,,1,1
14761708,9,413,280,,1,1
14761729,1,414,280,,1,1
14761751,11,415,280,1.0,1,1
14761788,9,416,280,,1,1
14761940,29,417,280,,1,1
14761959,2,418,280,,1,1
14761970,3,419,280,,1,1
14762111,57,420,281,,1,1
14762827,1,421,282,,1,1
14762841,9,421,282,,1,1
14762842,9,421,282,,1,1
14762992,18,422,283,,1,1
14763517,9,423,284,,1,1
14763557,74,424,284,,1,1
14763583,38,425,284,,1,1
14764121,38,426,285,,1,1
14764736,38,427,286,,1,1
14765622,9,428,287,,1,1
14766069,38,429,288,,1,1
14766533,9,430,101,,1,1
14766543,36,430,101,,1,1
14766603,9,431,101,,1,1
14768170,9,432,289,,1,1
14768764,3,433,290,,1,1
14768766,1,433,290,,1,1
14768808,36,434,290,,1,1
14770048,38,435,291,,1,1
14770050,9,435,291,,1,1
14770056,9,435,291,,1,1
14770347,1,436,292,,1,1
14771210,4,437,293,,1,1
14771629,3,438,294,,1,1
14772605,36,439,295,,1,1
14773415,9,440,296,,1,1
14773637,18,441,296,,1,1
14775023,3,442,297,,1,1
14775029,1,442,297,,1,1
14775033,3,442,297,,1,1
14777712,3,443,298,,1,1
14778675,1,444,299,,1,1
14781708,9,445,300,,1,1
14782667,18,446,301,,1,1
14783672,9,447,302,,1,1
14783806,9,448,302,,1,1
14784305,64,449,303,,1,1
14785532,39,450,304,,1,1
14795938,9,451,305,,1,1
14801090,36,452,306,,1,0
14819665,9,453,307,,1,1
14820036,9,454,308,,1,1
14820071,9,455,308,,1,1
14820629,9,456,36,,1,1
14820761,7,457,309,,1,1
14820899,9,458,310,,1,1
14822016,29,459,311,,1,1
14822037,9,460,311,,1,1
14822053,9,461,311,,1,1
14822371,9,462,34,,1,1
14822373,9,463,34,,1,1
14822804,38,464,312,,1,1
14822837,38,465,312,,1,1
14822910,38,466,312,,1,1
14822917,38,467,312,,1,1
14822923,18,468,312,,1,1
14822925,9,469,312,,1,1
14822970,38,470,312,,1,1
14822974,9,471,312,,1,1
14822977,38,472,312,,1,1
14823220,2,473,313,,1,1
14823288,9,474,314,,1,1
14823607,9,475,315,,1,1
14823618,38,476,315,,1,1
14823621,75,476,315,,1,1
14823627,11,477,315,1.0,1,1
14823632,9,478,315,,1,1
14823637,11,479,315,1.0,1,1
14823638,9,480,315,,1,1
14823640,11,481,315,1.0,1,1
14823644,11,482,315,1.0,1,1
14823652,57,483,315,,1,1
14823662,57,484,315,,1,1
14823666,57,485,315,,1,1
14823671,57,486,315,,1,1
14823674,57,487,315,,1,1
14823678,57,488,315,,1,1
14823865,34,489,316,0.0,1,1
14823870,36,490,316,,1,1
14823984,2,491,317,,1,1
14824298,55,492,222,,1,1
14824407,18,493,318,,1,1
14824411,55,494,318,,1,1
14824425,11,495,318,1.0,1,1
14824437,9,496,318,,1,1
14824874,1,497,319,,1,1
14824879,39,497,319,,1,1
14824882,9,497,319,,1,1
14824888,4,498,319,,1,1
14824892,1,499,319,,1,1
14824900,9,500,319,,1,1
14824911,4,501,319,,1,1
14824913,9,502,319,,1,1
14824932,4,503,319,,1,1
14824934,9,504,319,,1,1
14824939,9,505,319,,1,1
14824954,11,506,319,1.0,1,1
14824955,9,506,319,,1,1
14824961,1,507,319,,1,1
14824965,9,507,319,,1,1
14825072,38,508,320,,1,1
14825470,9,509,320,,1,1
14825830,9,510,321,,1,1
14825838,9,511,321,,1,1
14825849,4,512,321,,1,1
14826088,9,513,322,,1,1
14826113,9,514,322,,1,1
14826227,38,515,323,,1,1
14826361,11,516,324,1.0,1,1
14826621,36,517,325,,1,1
14829164,18,518,247,,1,1
14832336,36,519,326,,1,1
14837327,40,520,327,1.0,1,1
14838469,9,521,328,,1,1
14840815,9,522,329,,1,1
14843069,29,523,330,,1,1
14860146,76,524,331,,1,0
14860165,77,525,331,,1,0
14860602,9,526,332,,1,1
14863983,36,527,333,,1,0
14863999,39,528,333,,1,1
14864940,36,529,334,,1,1
14865036,38,530,334,,1,1
14865287,2,531,335,,1,1
14865328,44,532,335,,1,1
14865391,36,533,335,,1,1
14866647,36,534,336,,1,1
14867546,9,535,337,,1,1
14867743,9,536,338,,1,1
14869008,3,537,339,,1,1
14869046,3,537,339,,1,1
14869483,36,538,340,,1,0
14870365,9,539,341,,1,1
14871440,36,540,342,,1,1
14871460,9,541,342,,1,1
14873840,3,542,343,,1,1
14877739,3,543,344,,1,1
14877838,18,544,345,,1,1
